speed,acceleration,impact_force,road_condition,is_accident,severity
74.54,4.31,4.3,dry,0,none
66.41,4.2,2.75,dry,0,none
75.01,2.96,7.98,dry,1,medium
49.94,5.02,8.58,muddy,1,medium
57.99,2.25,5.82,gravel,1,low
72.16,2.54,6.01,wet,0,none
75.49,2.56,1.67,muddy,0,none
76.9,2.87,1.43,muddy,0,none
55.38,1.35,0.25,wet,0,none
71.69,4.05,6.37,dry,0,none
51.57,2.75,3.11,dry,0,none
56.86,4.22,6.06,icy,1,medium
41.48,5.93,4.54,dry,0,none
51.11,4.29,1.41,wet,0,none
52.89,3.28,9.64,muddy,1,high
59.78,2.61,0.39,dry,0,none
58.67,1.38,0.23,wet,0,none
54.45,4.66,4.59,wet,0,none
68.41,1.14,9.56,dry,1,high
55.57,2.23,8.88,dry,1,medium
77.6,5.91,2.88,dry,0,none
65.54,5.79,3.89,dry,0,none
36.44,3.48,1.54,wet,0,none
43.1,3.55,5.42,gravel,1,low
69.57,2.92,3.02,dry,0,none
67.51,1.93,1.95,wet,0,none
57.48,1.99,9.66,dry,1,high
52.92,3.57,3.47,muddy,0,none
43.91,2.94,6.26,gravel,1,medium
63.59,3.19,4.02,wet,0,none
76.51,3.91,2.01,dry,0,none
89.38,2.67,0.39,dry,0,none
99.67,1.75,9.64,dry,1,high
37.46,5.5,7.22,muddy,1,medium
76.29,1.22,7.91,dry,1,medium
61.47,1.19,7.94,wet,1,medium
69.32,5.69,1.49,muddy,0,none
54.46,3.04,9.81,wet,1,high
76.89,3.74,3.75,wet,0,none
59.23,2.07,2.03,dry,0,none
51.07,3.31,4.92,dry,0,none
80.62,3.68,8.66,dry,1,medium
59.18,5.05,7.65,icy,1,medium
64.28,3.65,9.56,wet,1,high
57.04,5.2,4.39,icy,0,none
57.73,5.16,8.93,dry,1,medium
68.9,3.95,9.26,wet,1,high
15.89,0.61,4.77,muddy,0,none
76.86,4.31,1.34,dry,0,none
74.21,2.15,3.59,wet,0,none
50.6,1.66,9.57,dry,1,high
72.94,0.55,9.98,muddy,1,high
74.3,2.12,0.14,wet,0,none
67.7,4.56,8.34,dry,1,medium
50.38,4.64,7.69,dry,1,medium
66.48,4.12,7.66,wet,1,medium
65.27,0.99,4.88,wet,0,none
76.05,0.93,4.08,dry,0,none
49.87,2.42,1.11,muddy,0,none
57.83,4.95,9.48,muddy,1,high
31.6,0.92,5.01,dry,0,none
63.2,4.87,7.07,dry,1,medium
35.89,1.78,2.81,gravel,0,none
48.56,4.92,9.29,dry,1,high
72.44,2.27,4.76,icy,0,none
57.09,1.74,6.4,wet,0,none
60.9,2.47,6.48,dry,0,none
64.16,1.18,8.89,gravel,1,medium
14.71,3.72,6.25,muddy,0,none
62.76,0.89,6.83,dry,0,none
72.11,5.02,8.04,wet,1,medium
45.4,3.54,5.2,dry,0,none
65.89,1.99,4.97,muddy,0,none
52.37,2.06,1.34,wet,0,none
52.14,4.62,3.18,gravel,0,none
62.29,0.5,5.11,gravel,1,low
55.08,5.12,0.04,dry,0,none
62.33,1.86,7.41,icy,1,medium
50.13,2.48,2.7,dry,0,none
55.44,5.13,3.13,muddy,0,none
63.94,2.89,9.1,wet,1,high
62.9,2.58,9.64,gravel,1,high
63.98,3.22,3.88,dry,0,none
51.26,3.98,7.04,dry,1,medium
74.48,5.81,7.61,wet,1,medium
78.54,5.73,7.03,muddy,1,medium
50.74,4.8,6.44,dry,0,none
55.26,0.77,3.6,dry,0,none
60.01,2.88,4.58,wet,0,none
69.02,1.65,3.69,dry,0,none
52.38,4.72,4.17,wet,0,none
57.78,5.02,8.5,wet,1,medium
69.33,3.1,8.8,dry,1,medium
42.92,1.69,6.78,dry,0,none
36.69,1.25,6.52,dry,0,none
72.27,4.56,3.16,wet,0,none
42.16,4.42,1.99,wet,0,none
84.64,5.4,2.87,dry,1,low
51.84,1.11,5.16,icy,1,low
57.56,1.97,8.35,dry,1,medium
56.57,3.21,4.04,icy,0,none
45.08,3.42,5.95,icy,1,low
59.71,5.8,5.19,gravel,1,low
56.06,4.23,3.12,dry,0,none
70.73,3.37,9.76,wet,1,high
70.77,1.19,0.17,gravel,0,none
70.09,1.16,2.66,muddy,0,none
68.88,0.6,2.93,dry,0,none
61.53,2.41,3.72,dry,0,none
83.24,0.51,3.0,wet,0,none
62.47,5.16,0.24,wet,0,none
60.76,5.44,7.83,gravel,1,medium
56.65,2.69,3.03,gravel,0,none
82.35,0.86,2.28,dry,0,none
58.45,4.61,4.74,wet,0,none
35.35,0.82,9.58,dry,1,high
60.31,5.8,0.76,icy,0,none
63.46,2.51,2.25,dry,0,none
54.37,3.92,7.81,wet,1,medium
55.23,3.68,1.47,dry,0,none
67.47,2.63,6.74,dry,0,none
77.1,1.93,3.45,muddy,0,none
56.49,3.08,8.9,dry,1,medium
67.0,4.39,0.62,wet,0,none
47.47,1.24,9.58,wet,1,high
91.34,3.41,2.42,gravel,0,none
90.35,0.92,2.75,gravel,0,none
60.1,4.94,4.6,gravel,0,none
26.82,0.74,1.66,dry,0,none
83.0,2.95,2.09,dry,0,none
53.56,5.78,1.97,icy,0,none
68.83,5.73,9.95,icy,1,high
36.03,2.9,5.94,gravel,1,low
66.93,0.9,6.22,dry,0,none
66.39,4.67,1.62,dry,0,none
60.29,3.12,7.18,wet,1,medium
70.8,4.17,1.63,muddy,0,none
40.6,3.61,7.72,muddy,1,medium
55.3,0.55,3.57,icy,0,none
59.99,5.59,2.29,dry,0,none
41.24,2.27,8.48,dry,1,medium
69.07,4.51,0.95,wet,0,none
53.45,3.14,6.62,gravel,1,medium
59.01,1.15,2.89,dry,0,none
71.16,5.96,0.45,wet,0,none
57.28,4.69,3.72,muddy,0,none
81.29,5.55,9.51,dry,1,high
50.99,3.67,3.57,icy,0,none
49.73,3.6,3.59,dry,0,none
71.86,4.11,2.4,dry,0,none
60.21,1.71,0.39,dry,0,none
45.69,0.7,1.75,wet,0,none
53.89,5.73,5.82,wet,0,none
70.29,2.9,5.8,icy,1,low
84.26,2.05,3.53,dry,0,none
61.57,5.42,9.46,dry,1,high
57.16,4.79,4.76,gravel,0,none
73.82,3.24,2.05,wet,0,none
41.21,2.32,8.55,dry,1,medium
65.45,1.64,0.71,muddy,0,none
20.94,4.96,8.36,dry,1,medium
62.98,2.33,6.94,dry,0,none
70.2,1.33,8.76,dry,1,medium
77.89,3.47,2.82,dry,0,none
52.44,1.2,7.66,dry,1,medium
58.78,0.5,4.17,gravel,0,none
49.86,5.85,2.26,muddy,0,none
60.51,2.17,3.04,wet,0,none
70.19,4.58,8.48,dry,1,medium
42.77,2.82,3.03,dry,0,none
77.91,4.99,1.82,dry,0,none
45.28,2.54,9.02,wet,1,high
51.04,3.75,6.61,wet,0,none
81.34,0.93,5.44,dry,0,none
47.54,4.79,5.84,dry,0,none
67.84,5.74,0.42,gravel,0,none
69.76,2.13,7.14,dry,1,medium
37.45,4.67,1.03,dry,0,none
89.94,2.53,9.33,dry,1,high
106.65,5.05,6.97,dry,1,medium
55.19,5.57,6.95,wet,0,none
86.93,4.51,8.62,wet,1,medium
72.58,1.57,3.45,muddy,0,none
50.74,2.35,9.79,dry,1,high
66.59,4.5,5.62,muddy,0,none
71.68,5.71,4.96,wet,0,none
43.62,4.82,7.34,dry,1,medium
54.19,2.61,0.25,wet,0,none
37.23,4.38,8.17,wet,1,medium
54.64,3.51,9.67,icy,1,high
60.11,4.45,8.63,dry,1,medium
50.1,1.49,8.0,wet,1,medium
27.7,1.22,8.65,dry,1,medium
76.46,1.37,3.1,muddy,0,none
70.4,4.2,7.97,dry,1,medium
54.12,1.88,6.25,icy,1,medium
78.18,5.48,0.12,wet,0,none
63.92,4.21,0.52,dry,0,none
33.36,2.19,3.53,wet,0,none
66.13,3.92,3.34,wet,0,none
50.56,0.88,7.84,wet,1,medium
83.01,2.07,4.33,icy,0,none
43.25,0.81,3.74,wet,0,none
78.54,5.69,6.42,gravel,1,medium
76.76,1.59,4.18,wet,0,none
81.73,4.63,1.01,muddy,1,low
45.54,2.88,9.8,wet,1,high
45.64,0.87,5.19,dry,0,none
56.54,4.56,7.05,dry,1,medium
46.14,2.83,3.47,wet,0,none
37.55,1.63,4.83,icy,0,none
50.25,1.98,2.87,dry,0,none
63.11,3.82,0.77,dry,0,none
61.04,0.92,9.51,icy,1,high
51.8,3.79,6.24,dry,0,none
55.93,4.07,2.67,dry,0,none
72.17,4.39,6.1,wet,0,none
42.78,2.22,2.71,muddy,0,none
75.26,5.71,1.06,wet,0,none
64.07,1.35,9.45,muddy,1,high
68.27,1.61,5.88,gravel,1,low
65.11,4.36,6.8,dry,0,none
56.56,3.71,2.53,gravel,0,none
59.35,2.98,9.58,dry,1,high
76.87,1.54,6.72,gravel,1,medium
54.99,5.87,1.02,icy,0,none
59.65,1.01,7.48,dry,1,medium
57.38,5.53,4.34,dry,0,none
53.45,4.48,0.09,muddy,0,none
35.9,3.74,6.13,dry,0,none
40.62,4.43,0.91,muddy,0,none
70.35,1.6,8.77,gravel,1,medium
48.24,1.99,2.48,icy,0,none
49.64,0.84,4.59,muddy,0,none
70.23,4.2,0.81,muddy,0,none
82.31,5.73,8.38,gravel,1,medium
67.5,5.63,5.44,dry,0,none
67.08,1.6,6.17,icy,1,medium
73.04,3.37,0.68,dry,0,none
73.31,2.54,9.21,wet,1,high
76.09,1.98,3.68,dry,0,none
95.46,5.42,6.66,wet,1,medium
56.54,3.97,2.48,wet,0,none
81.8,4.38,4.28,wet,0,none
89.89,5.65,0.64,gravel,1,low
48.5,5.04,2.92,muddy,0,none
54.19,2.16,5.03,dry,0,none
59.32,0.81,4.91,dry,0,none
52.6,4.1,2.6,dry,0,none
81.65,1.38,1.6,gravel,0,none
71.86,4.98,6.85,wet,0,none
65.1,1.11,2.89,muddy,0,none
43.72,3.33,5.36,dry,0,none
47.62,2.46,3.54,dry,0,none
67.23,2.19,9.14,gravel,1,high
68.21,5.74,3.27,muddy,0,none
61.29,5.68,8.76,dry,1,medium
26.71,1.06,3.93,dry,0,none
62.63,1.57,8.59,dry,1,medium
104.78,4.22,8.38,muddy,1,medium
66.3,2.92,6.11,dry,0,none
69.1,1.38,6.74,dry,0,none
68.33,1.76,1.18,dry,0,none
46.22,1.41,0.02,gravel,0,none
74.64,3.33,1.61,dry,0,none
73.78,0.96,0.19,dry,0,none
49.36,1.08,2.22,wet,0,none
41.12,3.36,6.08,icy,1,medium
39.34,1.71,9.6,muddy,1,high
51.53,3.89,5.57,dry,0,none
36.21,3.47,6.96,icy,1,medium
31.8,4.36,1.72,dry,0,none
20.46,5.29,6.31,dry,0,none
60.05,3.43,1.15,dry,0,none
46.12,2.35,1.43,dry,0,none
63.83,4.31,2.06,dry,0,none
72.88,1.62,5.08,muddy,0,none
56.48,2.81,0.18,dry,0,none
99.31,3.96,6.89,dry,0,none
43.32,1.89,0.1,dry,0,none
64.21,5.1,8.21,muddy,1,medium
86.38,5.14,4.85,gravel,1,low
76.45,2.98,1.83,dry,0,none
50.61,5.2,8.83,wet,1,medium
48.0,2.63,8.04,wet,1,medium
59.05,5.46,2.03,muddy,0,none
72.73,5.82,0.67,dry,0,none
26.3,4.07,0.74,dry,0,none
78.0,2.88,9.97,dry,1,high
52.62,3.57,3.21,dry,0,none
50.47,2.55,0.69,gravel,0,none
42.16,2.53,4.64,dry,0,none
73.46,4.4,0.08,wet,0,none
79.12,1.7,6.62,wet,0,none
56.98,4.92,7.73,wet,1,medium
59.9,3.52,0.66,dry,0,none
66.86,4.8,7.52,icy,1,medium
81.84,4.92,5.18,dry,1,low
66.15,3.91,7.42,dry,1,medium
47.08,1.43,1.95,wet,0,none
64.45,5.5,7.59,dry,1,medium
66.95,3.78,6.54,icy,1,medium
62.86,3.98,1.56,dry,0,none
74.12,3.11,7.16,dry,1,medium
47.29,2.23,2.42,gravel,0,none
50.22,1.68,4.25,dry,0,none
60.23,1.53,0.77,dry,0,none
73.53,4.33,3.83,muddy,0,none
67.66,4.88,2.72,dry,0,none
75.46,4.31,2.64,gravel,0,none
62.58,2.28,2.7,dry,0,none
68.3,1.55,6.95,dry,0,none
66.95,1.96,6.62,dry,0,none
39.49,4.98,7.78,dry,1,medium
49.55,0.99,6.99,wet,0,none
68.73,2.53,4.32,dry,0,none
65.24,0.71,6.67,dry,0,none
36.53,2.28,8.98,icy,1,medium
55.06,5.46,9.96,dry,1,high
70.98,5.04,8.45,dry,1,medium
67.04,0.87,0.95,dry,0,none
36.97,5.99,3.27,dry,0,none
71.35,5.22,9.98,icy,1,high
69.19,1.83,0.4,wet,0,none
44.75,0.62,3.6,icy,0,none
56.34,4.81,5.66,dry,0,none
76.23,1.78,0.14,icy,0,none
40.32,4.7,6.24,wet,0,none
65.8,3.6,6.25,dry,0,none
76.36,5.25,5.87,wet,0,none
62.17,4.66,4.42,muddy,0,none
60.36,4.39,3.89,dry,0,none
67.5,5.61,9.29,icy,1,high
39.01,2.38,5.28,gravel,1,low
69.38,3.76,0.53,wet,0,none
73.28,3.0,6.75,dry,0,none
44.12,5.68,1.67,muddy,0,none
82.22,3.25,6.91,dry,0,none
75.17,2.01,1.56,dry,0,none
80.12,4.0,5.99,dry,0,none
68.44,3.0,6.68,wet,0,none
46.8,5.11,1.7,dry,0,none
83.31,5.11,8.03,muddy,1,medium
72.81,5.79,5.36,dry,0,none
22.06,1.35,5.73,dry,0,none
55.55,2.02,9.21,wet,1,high
86.33,2.45,0.52,dry,0,none
83.6,0.67,4.23,dry,0,none
62.93,5.35,8.83,wet,1,medium
48.63,4.12,2.11,wet,0,none
69.44,2.08,8.03,dry,1,medium
47.94,5.98,0.3,muddy,0,none
63.8,5.85,4.65,wet,0,none
72.31,5.16,0.62,dry,0,none
52.25,5.86,8.17,wet,1,medium
57.05,5.19,9.38,dry,1,high
56.91,0.89,2.11,icy,0,none
48.8,1.76,4.69,gravel,0,none
52.63,1.42,1.47,wet,0,none
55.73,5.85,7.59,icy,1,medium
59.07,2.03,7.98,icy,1,medium
67.19,2.29,2.99,dry,0,none
52.69,1.91,3.55,dry,0,none
54.72,4.21,0.63,dry,0,none
68.93,1.31,3.43,dry,0,none
51.64,5.26,1.55,dry,0,none
59.53,2.16,5.63,dry,0,none
47.27,4.92,1.37,dry,0,none
62.76,1.29,6.24,dry,0,none
100.4,2.01,4.88,wet,0,none
58.79,2.19,8.22,dry,1,medium
47.5,0.81,4.19,dry,0,none
86.08,3.66,6.67,muddy,0,none
55.18,4.77,8.62,dry,1,medium
65.91,5.12,9.89,gravel,1,high
31.08,5.39,3.71,dry,0,none
59.27,4.58,4.93,dry,0,none
38.92,3.16,8.38,icy,1,medium
74.27,2.74,3.28,gravel,0,none
54.5,3.0,7.62,wet,1,medium
56.35,5.73,1.75,wet,0,none
55.5,3.62,5.79,wet,0,none
93.28,1.76,5.53,dry,0,none
57.61,2.55,6.62,dry,0,none
63.25,1.52,2.79,dry,0,none
43.54,1.7,1.83,wet,0,none
51.78,5.6,9.7,icy,1,high
72.5,3.64,1.43,gravel,0,none
78.27,2.52,0.87,icy,0,none
52.3,3.56,8.45,muddy,1,medium
52.03,4.2,2.21,wet,0,none
67.26,1.7,8.74,dry,1,medium
47.42,0.5,8.71,wet,1,medium
46.7,4.86,6.27,dry,0,none
50.44,3.02,3.51,wet,0,none
66.88,1.02,4.86,dry,0,none
45.95,1.81,9.08,dry,1,high
49.98,3.07,4.66,gravel,0,none
50.9,3.18,4.3,dry,0,none
66.87,3.78,10.0,icy,1,high
52.11,5.05,1.71,wet,0,none
80.83,0.67,2.04,gravel,0,none
62.12,3.88,9.11,gravel,1,high
28.04,3.3,5.01,muddy,0,none
28.74,5.12,1.61,gravel,0,none
85.87,0.64,4.49,wet,0,none
51.45,3.85,2.81,wet,0,none
64.94,1.45,3.8,dry,0,none
53.25,4.63,1.25,muddy,0,none
78.86,4.75,2.37,gravel,0,none
70.28,5.61,3.87,dry,0,none
87.73,0.86,0.19,dry,0,none
61.47,4.76,2.34,icy,0,none
79.44,2.4,0.3,dry,0,none
61.38,5.63,2.65,dry,0,none
63.78,3.86,6.78,dry,0,none
73.04,5.71,8.85,gravel,1,medium
53.17,4.56,2.77,wet,0,none
73.14,5.95,3.12,dry,0,none
82.09,2.37,0.79,dry,0,none
35.41,2.39,8.35,wet,1,medium
54.11,5.65,1.86,dry,0,none
69.61,0.84,0.92,icy,0,none
57.14,1.4,5.95,dry,0,none
61.28,1.86,4.71,dry,0,none
15.13,4.14,7.51,dry,1,medium
67.0,5.47,8.17,dry,1,medium
82.82,4.66,0.56,icy,1,low
45.77,2.71,8.85,icy,1,medium
86.21,5.43,9.09,wet,1,high
77.03,1.99,1.91,dry,0,none
43.41,1.52,3.42,dry,0,none
78.35,1.16,7.35,dry,1,medium
56.12,3.42,2.88,wet,0,none
31.32,3.78,4.34,wet,0,none
58.97,1.4,1.17,dry,0,none
73.67,2.39,7.33,wet,1,medium
61.59,4.12,9.32,dry,1,high
63.96,4.11,8.98,dry,1,medium
79.09,2.7,3.27,dry,0,none
58.16,3.67,4.64,icy,0,none
61.4,1.15,9.81,dry,1,high
82.75,0.68,6.59,dry,0,none
69.03,3.43,1.03,dry,0,none
63.87,2.13,9.38,wet,1,high
41.37,5.0,9.84,dry,1,high
31.38,0.78,0.53,wet,0,none
47.09,4.31,4.58,dry,0,none
68.35,1.89,5.78,dry,0,none
39.97,2.48,8.24,wet,1,medium
58.6,2.43,3.63,dry,0,none
79.89,4.93,3.28,dry,0,none
37.21,5.12,2.21,dry,0,none
17.52,2.6,8.08,dry,1,medium
53.83,3.03,3.03,dry,0,none
77.31,5.63,1.19,dry,0,none
62.86,3.42,0.33,dry,0,none
66.74,3.12,4.08,icy,0,none
66.8,5.84,5.62,dry,0,none
45.27,4.43,0.68,dry,0,none
45.56,3.87,9.38,icy,1,high
56.9,4.14,0.77,wet,0,none
70.72,2.72,8.34,gravel,1,medium
29.25,4.98,6.12,gravel,1,medium
39.42,1.08,3.55,dry,0,none
49.36,2.77,6.76,gravel,1,medium
51.67,2.67,1.82,dry,0,none
63.07,1.36,8.27,dry,1,medium
58.6,1.43,8.79,muddy,1,medium
52.06,3.56,2.31,gravel,0,none
86.32,5.77,2.2,wet,1,low
60.28,5.37,9.34,wet,1,high
63.38,3.96,4.03,icy,0,none
70.39,4.64,5.31,dry,0,none
49.0,4.52,8.24,dry,1,medium
87.27,1.31,8.33,dry,1,medium
78.01,2.87,3.79,dry,0,none
62.11,5.53,2.51,gravel,0,none
59.15,3.33,3.08,wet,0,none
78.28,3.65,3.25,gravel,0,none
58.58,4.51,3.46,muddy,0,none
66.29,4.19,8.05,dry,1,medium
58.06,4.81,2.66,gravel,0,none
68.7,5.95,0.26,dry,0,none
84.74,4.28,1.2,wet,0,none
76.06,5.66,1.81,wet,0,none
40.6,2.19,5.46,dry,0,none
68.59,2.79,1.6,dry,0,none
55.49,4.67,8.98,dry,1,medium
41.86,0.96,3.93,dry,0,none
75.73,1.4,2.34,dry,0,none
84.83,0.63,8.35,wet,1,medium
67.37,5.6,4.2,dry,0,none
54.63,0.78,0.39,wet,0,none
31.36,0.66,5.83,muddy,0,none
79.77,0.56,7.87,dry,1,medium
58.66,3.74,3.98,icy,0,none
59.44,5.86,5.44,gravel,1,low
74.27,1.99,9.04,gravel,1,high
44.68,2.56,5.5,dry,0,none
58.51,5.08,8.06,dry,1,medium
50.96,1.73,2.26,dry,0,none
58.34,2.36,8.71,wet,1,medium
46.55,0.96,2.11,icy,0,none
16.4,2.34,3.95,wet,0,none
54.38,3.41,1.61,dry,0,none
79.93,4.68,1.54,icy,0,none
64.7,1.32,2.68,dry,0,none
42.68,4.24,0.57,icy,0,none
33.72,0.69,3.92,icy,0,none
45.81,4.03,2.6,dry,0,none
69.12,5.37,8.96,muddy,1,medium
44.97,2.76,2.41,wet,0,none
48.71,4.2,8.26,wet,1,medium
74.68,2.68,1.56,wet,0,none
67.83,4.56,3.6,gravel,0,none
42.05,0.95,9.93,wet,1,high
73.41,1.36,9.88,dry,1,high
73.39,5.26,2.89,dry,0,none
87.44,3.07,6.19,dry,0,none
36.97,2.32,5.64,dry,0,none
31.8,5.18,2.02,dry,0,none
62.78,5.03,5.56,dry,0,none
66.38,4.79,0.16,wet,0,none
45.72,4.71,2.53,dry,0,none
49.85,5.26,1.03,dry,0,none
73.51,2.28,6.76,dry,0,none
66.77,3.77,6.03,gravel,1,medium
71.03,2.86,2.76,dry,0,none
86.73,4.73,2.26,gravel,1,low
44.25,3.94,7.47,gravel,1,medium
71.36,1.7,0.6,wet,0,none
64.26,5.17,0.45,wet,0,none
45.18,4.54,3.41,dry,0,none
71.69,2.33,4.65,wet,0,none
59.41,0.58,0.82,icy,0,none
43.94,3.51,1.75,gravel,0,none
88.67,2.13,6.64,dry,0,none
62.77,3.6,5.0,gravel,1,low
74.07,0.88,0.9,wet,0,none
34.97,5.54,4.07,dry,0,none
75.88,1.29,7.15,dry,1,medium
63.43,4.34,9.0,dry,1,high
32.13,4.86,6.76,dry,0,none
65.51,2.13,0.01,dry,0,none
62.22,2.0,2.18,gravel,0,none
77.8,3.76,0.16,dry,0,none
81.55,4.51,3.24,icy,1,low
69.98,2.39,1.35,wet,0,none
89.12,1.02,8.32,dry,1,medium
63.47,1.07,4.02,dry,0,none
69.7,4.51,7.8,dry,1,medium
46.26,1.9,0.13,dry,0,none
80.33,3.47,8.51,wet,1,medium
61.19,3.33,0.85,dry,0,none
68.31,3.52,3.8,dry,0,none
36.58,1.82,0.95,dry,0,none
82.55,2.23,0.97,dry,0,none
81.28,5.3,9.96,dry,1,high
22.68,3.7,8.12,wet,1,medium
41.89,2.71,6.73,icy,1,medium
43.87,4.25,3.15,wet,0,none
65.08,1.21,5.78,dry,0,none
45.93,4.31,7.01,dry,1,medium
67.98,3.25,7.3,wet,1,medium
65.42,3.91,1.87,dry,0,none
91.29,5.17,1.96,icy,1,low
44.78,1.19,9.63,wet,1,high
59.19,3.72,5.41,muddy,0,none
45.27,0.97,0.57,gravel,0,none
62.94,3.49,2.34,dry,0,none
46.44,4.01,8.2,wet,1,medium
59.96,4.29,2.52,dry,0,none
51.16,2.19,6.14,dry,0,none
83.85,2.51,6.41,muddy,0,none
68.61,3.06,1.9,wet,0,none
67.54,2.47,9.11,dry,1,high
86.95,0.62,3.16,wet,0,none
44.6,4.22,3.96,muddy,0,none
78.45,4.66,4.54,dry,0,none
70.18,1.88,1.2,dry,0,none
57.95,3.71,9.69,icy,1,high
51.09,2.37,5.06,gravel,1,low
57.52,1.39,6.58,wet,0,none
42.7,1.13,8.83,gravel,1,medium
34.69,2.78,3.87,icy,0,none
49.36,4.07,0.61,wet,0,none
89.3,4.98,9.41,wet,1,high
66.01,1.33,4.77,wet,0,none
61.97,3.81,5.82,dry,0,none
34.76,1.2,3.92,dry,0,none
44.64,1.39,7.34,dry,1,medium
92.48,5.3,5.77,dry,1,low
77.86,2.4,8.03,dry,1,medium
47.76,3.61,9.08,muddy,1,high
61.17,2.68,2.96,dry,0,none
58.89,2.88,5.96,dry,0,none
58.87,0.94,9.4,dry,1,high
67.58,5.06,0.8,dry,0,none
82.34,3.12,6.3,gravel,1,medium
67.37,2.02,9.41,dry,1,high
68.55,1.18,8.75,icy,1,medium
66.54,3.69,9.36,gravel,1,high
22.02,4.2,4.81,gravel,0,none
49.88,2.92,6.44,dry,0,none
53.95,2.6,0.55,dry,0,none
72.61,2.61,2.16,icy,0,none
63.12,2.93,0.48,dry,0,none
66.39,3.73,3.53,dry,0,none
66.27,4.9,5.55,dry,0,none
66.66,4.81,5.99,gravel,1,low
76.52,2.78,9.58,icy,1,high
94.09,1.71,6.26,gravel,1,medium
73.34,3.64,1.85,dry,0,none
62.18,4.7,5.23,dry,0,none
50.79,1.75,6.67,dry,0,none
58.33,1.4,1.84,wet,0,none
47.93,1.61,3.87,dry,0,none
58.09,3.31,4.83,dry,0,none
51.59,2.61,8.39,dry,1,medium
60.28,0.84,0.71,icy,0,none
42.43,3.66,5.66,dry,0,none
62.35,5.78,0.49,wet,0,none
75.35,1.04,0.44,dry,0,none
62.63,4.05,0.46,gravel,0,none
39.95,5.7,8.42,dry,1,medium
53.18,1.43,1.27,gravel,0,none
56.72,1.18,5.19,dry,0,none
49.24,5.94,6.84,muddy,0,none
40.73,5.72,1.43,muddy,0,none
74.67,0.92,0.04,dry,0,none
28.42,4.19,6.42,dry,0,none
55.47,2.78,0.24,dry,0,none
20.95,2.34,1.77,wet,0,none
82.95,2.23,3.93,muddy,0,none
69.97,1.8,0.97,gravel,0,none
67.44,4.23,5.47,gravel,1,low
51.97,3.11,9.22,dry,1,high
57.25,2.42,7.82,dry,1,medium
54.65,5.96,2.41,wet,0,none
60.68,1.74,3.99,gravel,0,none
60.77,2.75,9.78,wet,1,high
67.5,2.34,7.31,dry,1,medium
52.0,2.81,5.78,gravel,1,low
66.52,5.27,0.6,gravel,0,none
67.13,4.31,1.4,dry,0,none
79.19,2.72,5.2,icy,1,low
26.75,5.98,1.35,dry,0,none
45.52,1.23,1.59,muddy,0,none
84.44,5.72,8.8,dry,1,medium
51.27,4.18,4.84,dry,0,none
42.39,2.8,3.58,muddy,0,none
82.46,1.39,4.72,dry,0,none
87.87,3.54,5.7,dry,0,none
70.18,0.64,3.55,dry,0,none
47.81,4.79,5.64,dry,0,none
73.19,3.62,7.96,dry,1,medium
43.84,4.54,6.1,wet,0,none
43.33,1.94,4.19,dry,0,none
59.46,3.8,5.14,muddy,0,none
32.4,4.54,0.24,dry,0,none
59.52,3.72,9.41,dry,1,high
58.3,1.0,6.26,muddy,0,none
40.51,3.53,4.07,gravel,0,none
74.38,1.58,0.23,wet,0,none
60.77,5.24,5.77,icy,1,low
63.37,4.96,4.3,dry,0,none
73.56,4.62,9.13,dry,1,high
40.95,1.98,1.99,gravel,0,none
64.3,1.86,3.06,wet,0,none
91.87,2.85,6.15,dry,0,none
79.97,0.95,0.88,icy,0,none
61.07,1.68,2.83,dry,0,none
40.6,2.7,8.12,dry,1,medium
76.03,5.63,0.2,dry,0,none
69.06,1.35,8.86,dry,1,medium
94.55,4.15,6.79,gravel,1,medium
37.81,5.62,9.97,wet,1,high
45.4,5.34,0.49,icy,0,none
75.11,1.77,8.97,wet,1,medium
47.64,1.26,8.59,dry,1,medium
49.21,3.25,6.75,dry,0,none
71.73,4.68,3.13,dry,0,none
48.14,2.76,2.1,dry,0,none
60.51,5.64,3.03,dry,0,none
61.67,4.8,7.66,icy,1,medium
45.21,4.19,7.29,dry,1,medium
55.74,3.66,2.07,dry,0,none
30.33,2.85,6.45,muddy,0,none
60.7,4.6,2.32,wet,0,none
36.86,1.59,7.83,dry,1,medium
50.51,5.5,3.7,wet,0,none
66.32,5.15,1.83,dry,0,none
64.0,5.76,3.77,dry,0,none
52.55,3.17,1.09,dry,0,none
57.26,1.87,3.17,wet,0,none
63.88,2.16,8.59,dry,1,medium
63.19,5.21,7.65,dry,1,medium
66.67,5.7,6.83,wet,0,none
47.62,2.32,5.01,dry,0,none
62.41,1.16,3.12,muddy,0,none
93.19,4.91,8.61,dry,1,medium
77.89,4.64,8.12,wet,1,medium
41.13,5.7,3.13,wet,0,none
75.44,4.23,2.52,muddy,0,none
73.08,5.3,1.69,wet,0,none
61.1,3.12,8.49,dry,1,medium
57.75,2.61,1.68,dry,0,none
62.68,1.54,7.2,wet,1,medium
78.44,3.31,6.04,muddy,0,none
79.13,5.06,7.09,dry,1,medium
57.72,1.08,8.39,dry,1,medium
78.27,2.5,8.79,icy,1,medium
75.86,4.49,1.13,dry,0,none
74.0,0.76,9.61,icy,1,high
56.66,4.24,6.31,wet,0,none
46.26,5.68,2.98,icy,0,none
47.45,4.77,3.93,icy,0,none
66.36,2.53,3.57,dry,0,none
